datawrapper,Unnamed: 0,Название региона,Номер региона (ОКАТО),Название показателя,Номер показателя (ID),Ед. измерения,Источник,Описание,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Рейтинг 7х7_2015,Рейтинг 7х7_2017,Рейтинг 7х7_2019,Рейтинг 7х7_2021,Рейтинг 7х7_2023,Рейтинг 7х7_2025,Рейтинг 7х7_2015_оценка,Рейтинг 7х7_2017_оценка,Рейтинг 7х7_2019_оценка,Рейтинг 7х7_2021_оценка,Рейтинг 7х7_2023_оценка,Рейтинг 7х7_2025_оценка
Республика Мордовия,752,Республика Мордовия,89000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.02,0.6666666666666666,0.01,1.0,0.0,1.0,0.0,,,0.38758222147857885,0.49672372791937336,0.4854770599141841,0.5644972696239124,0.5445479152224467,0.7340919094005386,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Отлично
Республика Саха (Якутия),753,Республика Саха (Якутия),98000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.01,0.8333333333333333,0.0,1.0,0.0,1.0,0.0,,,0.5464444924513948,0.4574398729236022,0.5238876077868524,0.5956541508955122,0.5716458829164601,0.5003187914522524,Хорошо,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Республика Северная Осетия — Алания,754,Республика Северная Осетия — Алания,90000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.41678415097122756,0.41252188410791263,0.5200519807636754,0.5791675992191008,0.560505287777679,0.6269376156662708,Удовлетворительно,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Республика Татарстан,755,Республика Татарстан,92000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.443712283061946,0.5023008547005597,0.5223514745231732,0.5625559874808096,0.5226743098926163,0.33622300291845914,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Неуд
Республика Тыва,756,Республика Тыва,93000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.07,0.0,0.02,0.0,0.05,0.5,0.023,,,0.1529809435212276,0.21538114966425845,0.14299841565847704,0.2782674755985957,0.300853020493051,0.15000000000000002,Кол,Кол,Кол,Кол,Кол,Кол
Республика Хакасия,757,Республика Хакасия,95000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,0.8333333333333333,0.0,1.0,0.0,1.0,0.0,,,0.3026528249434334,0.3985824641643451,0.416552637289097,0.4553795330957599,0.4463402827609695,0.33436370715449504,Неуд,Неуд,Неуд,Неуд,Неуд,Неуд
Российская Федерация,758,Российская Федерация,100000000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.4557531266255445,0.4873906224004874,0.5103823816662856,0.5963731660788584,0.5696145923055598,0.5253298455421616,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Ростовская область,759,Ростовская область,60000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.3627005827798668,0.42918018377279543,0.4948975544116474,0.5411376184808567,0.5468050369412415,0.47782969392895897,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Рязанская область,760,Рязанская область,61000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.4095854966933572,0.42478938103805064,0.5254575689487478,0.5703293761565997,0.5713995876256879,0.7618806085157305,Удовлетворительно,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Отлично
Самарская область,761,Самарская область,36000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.40922358565487515,0.4138149157378332,0.5069125523229245,0.5593368649956805,0.5133188404867626,0.44224643533589547,Удовлетворительно,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Санкт-Петербург,762,Санкт-Петербург,40000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.6102384081559219,0.6099873725772877,0.607365958943991,0.7022110126075624,0.694345562509666,0.5474406997742898,Хорошо,Хорошо,Хорошо,Хорошо,Хорошо,Хорошо
Саратовская область,763,Саратовская область,63000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.39404446081086925,0.42860315116651904,0.45073290096975543,0.5520389788057947,0.5342645841870134,0.5783843808422038,Удовлетворительно,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Сахалинская область,764,Сахалинская область,64000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.01,0.8333333333333333,0.0,1.0,0.0,1.0,0.0,,,0.46089835800887996,0.522010011080907,0.4845600939567738,0.6097362462615893,0.541690723006986,0.5354781726219955,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Свердловская область,765,Свердловская область,65000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.44026623713865237,0.46954573721022197,0.49478680911490536,0.5720988622919139,0.5487849434908733,0.548938461502217,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Севастополь,766,Севастополь,67000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.41825443160695747,0.5670145206632304,0.5615277153393196,0.6641950691801077,0.5962539355528871,0.5548738071714558,Удовлетворительно,Удовлетворительно,Хорошо,Хорошо,Удовлетворительно,Хорошо
Смоленская область,767,Смоленская область,66000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.3219700869971899,0.3900019499295489,0.4852465000568755,0.5145439276110417,0.48111344862042277,0.6946736743534268,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Неуд,Отлично
Ставропольский край,768,Ставропольский край,7000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.4121394638546915,0.47966959689972966,0.4847151380875146,0.5342742494637388,0.5085580099291149,0.42713220899706295,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Неуд,Удовлетворительно
Тамбовская область,769,Тамбовская область,68000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.3883160516901127,0.40598849125718345,0.5044642618690163,0.5820248937325561,0.566329317501513,0.5696717831398214,Удовлетворительно,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Тверская область,770,Тверская область,28000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.34446591229975954,0.42050468581614275,0.4654347167333448,0.5143415471258233,0.4581343924833654,0.5683984390858827,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Неуд,Хорошо
Томская область,771,Томская область,69000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.01,1.0,0.0,1.0,0.0,1.0,0.0,,,0.4206617822435816,0.38589835419599267,0.48465296037907496,0.575301485442332,0.5431307888148196,0.41396707412862666,Удовлетворительно,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Тульская область,772,Тульская область,70000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.4344248328206614,0.4147681062023306,0.5003482690233453,0.5944395939101186,0.57013612737978,0.6023933335237793,Удовлетворительно,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Тюменская область (с а/о),773,Тюменская область (с а/о),71000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.6394983297864344,0.7303017419558016,0.8315338762085239,0.8559651438797667,0.8211909178968392,0.44087202696328975,Отлично,Отлично,Отлично,Отлично,Отлично,Удовлетворительно
Тюменская область,774,Тюменская область,71200000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.46870594548175193,0.49305956130239764,0.5352829653496213,0.6117306465565915,0.5785457331636841,0.419405601725206,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Удмуртская республика,775,Удмуртская республика,94000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.3593141352075209,0.48668013153232936,0.4628560310301943,0.5200162309217616,0.48631586045977343,0.38902434807439384,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Неуд,Удовлетворительно
Ульяновская область,776,Ульяновская область,73000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.36620193829666575,0.3780469542908914,0.5046025069695188,0.5307810267330444,0.48879584010684635,0.575753878719006,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Неуд,Хорошо
Хабаровский край,777,Хабаровский край,8000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.08,0.6666666666666666,0.01,1.0,0.01,1.0,0.003,,,0.37758895930372677,0.4388055639032563,0.6056921349125939,0.5298912860705931,0.45494666636872627,0.3487139375207522,Неуд,Неуд,Хорошо,Удовлетворительно,Неуд,Неуд
Ханты-Мансийский автономный округ - Югра,778,Ханты-Мансийский автономный округ - Югра,71100000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.6163439498167407,0.642776047739777,0.6031608062052367,0.6484510157084523,0.6539917327446215,0.5140090961243158,Хорошо,Хорошо,Хорошо,Хорошо,Хорошо,Удовлетворительно
Челябинская область,779,Челябинская область,75000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.38085784957655006,0.4945793012497746,0.4625979613330201,0.5260604076042812,0.476643641275764,0.34877610601420395,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Неуд,Неуд
Чеченская республика,780,Чеченская республика,96000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,,,,0.43977289324571184,0.4654054135307374,0.5281541923609341,0.5305265023179042,0.5527873636464783,0.6166666666666667,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Чувашская республика,781,Чувашская республика,97000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.3691885093022076,0.43780733168961355,0.5023397830891801,0.5515622725709887,0.5364450250470985,0.49516249452037214,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Чукотский автономный округ,782,Чукотский автономный округ,77000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.5705474758387871,0.5659963554348818,0.4266584450249189,0.6213205184494051,0.5992088253040103,0.28457505890335955,Хорошо,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Неуд
Ямало-Ненецкий автономный округ,783,Ямало-Ненецкий автономный округ,71140000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.01,1.0,0.0,1.0,0.0,,,0.6822625316040943,0.6519798742130499,0.6366194227756382,0.7711434308866354,0.7527124942604866,0.7479025127564791,Отлично,Хорошо,Хорошо,Отлично,Отлично,Отлично
Ярославская область,784,Ярославская область,78000000,"Криминальные аборты на 1000 женщин, 12-21 неделя (всего)",Y477000010.13,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.3796531401687579,0.39148801959457546,0.48277715836052654,0.574187580707552,0.5284085602233816,0.7242486224543824,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Отлично
Алтайский край,785,Алтайский край,1000000,"Криминальные аборты на 1000 женщин, до 12 недель (всего)",Y477000010.11,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.3194263512356526,0.3379454302740895,0.46309807763169275,0.4987244077585414,0.4941474926199423,0.536648993044221,Неуд,Неуд,Удовлетворительно,Неуд,Неуд,Удовлетворительно
Амурская область,786,Амурская область,10000000,"Криминальные аборты на 1000 женщин, до 12 недель (всего)",Y477000010.11,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.01,1.0,0.0,1.0,0.005,,,0.32414887281642696,0.3115867714133977,0.3989881586704117,0.4930249018625719,0.42992898739342256,0.2802476350864763,Неуд,Кол,Неуд,Неуд,Неуд,Неуд
Архангельская область (с а/о),787,Архангельская область (с а/о),11000000,"Криминальные аборты на 1000 женщин, до 12 недель (всего)",Y477000010.11,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.005,,,0.5174892450820059,0.6350162581470992,0.6941493913107839,0.7769961179199351,0.6741961214262789,0.29712110482076803,Хорошо,Хорошо,Отлично,Отлично,Хорошо,Неуд
Архангельская область,788,Архангельская область,11200000,"Криминальные аборты на 1000 женщин, до 12 недель (всего)",Y477000010.11,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.005,,,0.34678666387678964,0.4150291168480117,0.42004291051590514,0.5297345687259889,0.5039832097798725,0.432040073002019,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Неуд,Удовлетворительно
Астраханская область,789,Астраханская область,12000000,"Криминальные аборты на 1000 женщин, до 12 недель (всего)",Y477000010.11,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,,0.3213287440603998,0.3947639491370096,0.45907928220127775,0.4226660352856735,0.4750822606522715,0.6310961623555806,Неуд,Неуд,Удовлетворительно,Неуд,Неуд,Хорошо
Белгородская область,790,Белгородская область,14000000,"Криминальные аборты на 1000 женщин, до 12 недель (всего)",Y477000010.11,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.4567253740461297,0.5057298619281252,0.530163670432763,0.5864887837041138,0.5579866356327584,0.4928850225473633,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Брянская область,791,Брянская область,15000000,"Криминальные аборты на 1000 женщин, до 12 недель (всего)",Y477000010.11,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.33517306716001416,0.3841373294721225,0.47306626800271545,0.5314102761764913,0.5449321576300564,0.6180521010496982,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Владимирская область,792,Владимирская область,17000000,"Криминальные аборты на 1000 женщин, до 12 недель (всего)",Y477000010.11,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.3663816318540381,0.4255883893159655,0.5037038996981096,0.5511734147563302,0.5278482372474121,0.5646378993117033,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Волгоградская область,793,Волгоградская область,18000000,"Криминальные аборты на 1000 женщин, до 12 недель (всего)",Y477000010.11,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.375453706115175,0.4320357315319591,0.49034161846585594,0.5356840205602702,0.5229988600922592,0.5079294841819028,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Вологодская область,794,Вологодская область,19000000,"Криминальные аборты на 1000 женщин, до 12 недель (всего)",Y477000010.11,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.2985844349691597,0.43143753414532704,0.45248551824282024,0.5338558369199418,0.44353442589683095,0.3771546326613661,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Неуд,Неуд
Воронежская область,795,Воронежская область,20000000,"Криминальные аборты на 1000 женщин, до 12 недель (всего)",Y477000010.11,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.41945783113095825,0.4956488716057626,0.5275379558262521,0.5423340245891369,0.5153278301239683,0.5394496693763746,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Еврейская автономная область,796,Еврейская автономная область,99000000,"Криминальные аборты на 1000 женщин, до 12 недель (всего)",Y477000010.11,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.24206579985315022,0.35295581458752034,0.3879010914503571,0.42637597923729964,0.4756178966586856,0.2980150237400847,Кол,Неуд,Неуд,Неуд,Неуд,Неуд
Забайкальский край,797,Забайкальский край,76000000,"Криминальные аборты на 1000 женщин, до 12 недель (всего)",Y477000010.11,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.004,,,0.23601405602400594,0.38732249684899006,0.3727840893804196,0.4383109698849984,0.4168207182912096,0.3014720048790057,Кол,Неуд,Неуд,Неуд,Неуд,Неуд
Ивановская область,798,Ивановская область,24000000,"Криминальные аборты на 1000 женщин, до 12 недель (всего)",Y477000010.11,человек,Росстат,"Расчет «Если быть точным» по данным Росстата. Номер показателя (ID) Y477000010 заимствован у «Если быть точным» из датасета «Аборты в России», к нему добавлены суффиксы в зависимости от длительности беременности",,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0.3483962990225094,0.45122698580819637,0.46095711267926276,0.5331783597368476,0.5315338918139342,0.5867231704765807,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
