datawrapper,Unnamed: 0,Название региона,Номер региона (ОКАТО),Название показателя,Номер показателя (ID),Ед. измерения,Источник,Описание,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Рейтинг 7х7_2015,Рейтинг 7х7_2017,Рейтинг 7х7_2019,Рейтинг 7х7_2021,Рейтинг 7х7_2023,Рейтинг 7х7_2025,Рейтинг 7х7_2015_оценка,Рейтинг 7х7_2017_оценка,Рейтинг 7х7_2019_оценка,Рейтинг 7х7_2021_оценка,Рейтинг 7х7_2023_оценка,Рейтинг 7х7_2025_оценка
Российская Федерация,2,Российская Федерация,100000000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.12614716486397906,,0.12298780452799478,,0.04458802244703924,,0.13983420297115354,,0.14763719674975082,,,,0.4557531266255445,0.4873906224004874,0.5103823816662856,0.5963731660788584,0.5696145923055598,0.5253298455421616,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Алтайский край,7,Алтайский край,1000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.04217028886898909,,0.04483005209181361,,0.025773366860645495,,0.05758122267607022,,0.09081111731728092,,,,0.3194263512356526,0.3379454302740895,0.46309807763169275,0.4987244077585414,0.4941474926199423,0.536648993044221,Неуд,Неуд,Удовлетворительно,Неуд,Неуд,Удовлетворительно
Российская Федерация,2,Российская Федерация,100000000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95799,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.3281250000000001,,0.2967289719626167,,0.2596810933940774,,0.4397291196388261,,0.3390569637503408,,,,0.4557531266255445,0.4873906224004874,0.5103823816662856,0.5963731660788584,0.5696145923055598,0.5253298455421616,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Амурская область,8,Амурская область,10000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.10685054836626555,,0.06609651942355164,,0.029362118343469093,,0.11991005045307675,,0.07577841593249804,,,,0.32414887281642696,0.3115867714133977,0.3989881586704117,0.4930249018625719,0.42992898739342256,0.2802476350864763,Неуд,Кол,Неуд,Неуд,Неуд,Неуд
Российская Федерация,3,Российская Федерация,100000000000,Забота о других,95853,%,,"Расчет «Если быть точным». Доля респондентов, в круг ежедневных занятий которых входит уход за детьми или за нуждающимися в особой помощи лицами, от всех респондентов. Суммарное время, затрачиваемое на заботу о них. Источник - Росстат: Комплексное наблюдение условий жизни населения. Данные за 2022 и 2024 год — рассчет «Горизонтальной России». Источник тот же. Данные за 2022 и 2024 год — рассчет «Горизонтальной России». Источник тот же.",,,24.0,0.5714285714285714,31.0,0.4444444444444444,47.0,0.5588235294117647,39.0,0.47619047619047616,36.0,0.5333333333333333,,0.4557531266255445,0.4873906224004874,0.5103823816662856,0.5963731660788584,0.5696145923055598,0.5253298455421616,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Архангельская область,13,Архангельская область,11200000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.06626285439200262,,0.043858010324065624,,0.014168197148367277,,0.10747621950483453,,0.14972704188573843,,,,0.34678666387678964,0.4150291168480117,0.42004291051590514,0.5297345687259889,0.5039832097798725,0.432040073002019,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Неуд,Удовлетворительно
Астраханская область,16,Астраханская область,12000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.02710963472163696,,0.03735300738705328,,0.009221633470591042,,0.057024541616872475,,0.05385276882192678,,,,0.3213287440603998,0.3947639491370096,0.45907928220127775,0.4226660352856735,0.4750822606522715,0.6310961623555806,Неуд,Неуд,Удовлетворительно,Неуд,Неуд,Хорошо
Белгородская область,23,Белгородская область,14000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.08639792671411403,,0.0896153374950271,,0.03587978720242292,,0.09738327790586788,,0.09534070264134273,,,,0.4567253740461297,0.5057298619281252,0.530163670432763,0.5864887837041138,0.5579866356327584,0.4928850225473633,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Брянская область,24,Брянская область,15000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.04538193590899159,,0.05061701688711869,,0.019394816293885116,,0.06382618510158013,,0.08574011667816835,,,,0.33517306716001416,0.3841373294721225,0.47306626800271545,0.5314102761764913,0.5449321576300564,0.6180521010496982,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Алтайский край,6,Алтайский край,1000000,Забота о других,95853,%,,"Расчет «Если быть точным». Доля респондентов, в круг ежедневных занятий которых входит уход за детьми или за нуждающимися в особой помощи лицами, от всех респондентов. Суммарное время, затрачиваемое на заботу о них. Источник - Росстат: Комплексное наблюдение условий жизни населения. Данные за 2022 и 2024 год — рассчет «Горизонтальной России». Источник тот же. Данные за 2022 и 2024 год — рассчет «Горизонтальной России». Источник тот же.",,,25.0,0.4285714285714286,31.0,0.4444444444444444,46.0,0.5882352941176471,34.0,0.7142857142857143,30.0,0.7333333333333334,,0.3194263512356526,0.3379454302740895,0.46309807763169275,0.4987244077585414,0.4941474926199423,0.536648993044221,Неуд,Неуд,Удовлетворительно,Неуд,Неуд,Удовлетворительно
Владимирская область,30,Владимирская область,17000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.0734947302114061,,0.0836578561996245,,0.031497424319233754,,0.09292768865960091,,0.1271762863359821,,,,0.3663816318540381,0.4255883893159655,0.5037038996981096,0.5511734147563302,0.5278482372474121,0.5646378993117033,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Алтайский край,7,Алтайский край,1000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95799,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.462890625,,0.4088785046728972,,0.46697038724373574,,0.6476297968397291,,0.5216680294358137,,,,0.3194263512356526,0.3379454302740895,0.46309807763169275,0.4987244077585414,0.4941474926199423,0.536648993044221,Неуд,Неуд,Удовлетворительно,Неуд,Неуд,Удовлетворительно
Волгоградская область,35,Волгоградская область,18000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.059954727958046565,,0.07291656869500278,,0.0282123317326564,,0.07301072234762979,,0.07964376467647538,,,,0.375453706115175,0.4320357315319591,0.49034161846585594,0.5356840205602702,0.5229988600922592,0.5079294841819028,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Амурская область,8,Амурская область,10000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95799,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.271484375,,0.15186915887850472,,0.1412300683371297,,0.3144469525959367,,0.14499863723085304,,,,0.32414887281642696,0.3115867714133977,0.3989881586704117,0.4930249018625719,0.42992898739342256,0.2802476350864763,Неуд,Кол,Неуд,Неуд,Неуд,Неуд
Вологодская область,36,Вологодская область,19000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.04050864958405519,,0.03255454359902924,,0.0307130860698442,,0.10934377489709202,,0.08935533499991459,,,,0.2985844349691597,0.43143753414532704,0.45248551824282024,0.5338558369199418,0.44353442589683095,0.3771546326613661,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Неуд,Неуд
Амурская область,9,Амурская область,10000000,Забота о других,95853,%,,"Расчет «Если быть точным». Доля респондентов, в круг ежедневных занятий которых входит уход за детьми или за нуждающимися в особой помощи лицами, от всех респондентов. Суммарное время, затрачиваемое на заботу о них. Источник - Росстат: Комплексное наблюдение условий жизни населения. Данные за 2022 и 2024 год — рассчет «Горизонтальной России». Источник тот же. Данные за 2022 и 2024 год — рассчет «Горизонтальной России». Источник тот же.",,,27.0,0.1428571428571429,29.0,0.5185185185185186,52.0,0.4117647058823529,43.0,0.2857142857142857,41.0,0.3666666666666667,,0.32414887281642696,0.3115867714133977,0.3989881586704117,0.4930249018625719,0.42992898739342256,0.2802476350864763,Неуд,Кол,Неуд,Неуд,Неуд,Неуд
Воронежская область,43,Воронежская область,20000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.08713697499648827,,0.09997641351277303,,0.035167531405518135,,0.08950904600630524,,0.10674559249345883,,,,0.41945783113095825,0.4956488716057626,0.5275379558262521,0.5423340245891369,0.5153278301239683,0.5394496693763746,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Еврейская автономная область,44,Еврейская автономная область,99000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.06453351067565669,,0.06870795030738774,,0.027957898338529946,,0.07503742108376285,,0.18429238242147514,,,,0.24206579985315022,0.35295581458752034,0.3879010914503571,0.42637597923729964,0.4756178966586856,0.2980150237400847,Кол,Неуд,Неуд,Неуд,Неуд,Неуд
Архангельская область,12,Архангельская область,11200000,Забота о других,95853,%,,"Расчет «Если быть точным». Доля респондентов, в круг ежедневных занятий которых входит уход за детьми или за нуждающимися в особой помощи лицами, от всех респондентов. Суммарное время, затрачиваемое на заботу о них. Источник - Росстат: Комплексное наблюдение условий жизни населения. Данные за 2022 и 2024 год — рассчет «Горизонтальной России». Источник тот же. Данные за 2022 и 2024 год — рассчет «Горизонтальной России». Источник тот же.",,,23.0,0.7142857142857143,33.0,0.37037037037037035,54.0,0.3529411764705882,42.0,0.33333333333333337,35.0,0.5666666666666667,,0.34678666387678964,0.4150291168480117,0.42004291051590514,0.5297345687259889,0.5039832097798725,0.432040073002019,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Неуд,Удовлетворительно
Забайкальский край,50,Забайкальский край,76000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.06164493052629114,,0.03503161334382002,,0.0,,0.05956530243176683,,0.04939109943353013,,,,0.23601405602400594,0.38732249684899006,0.3727840893804196,0.4383109698849984,0.4168207182912096,0.3014720048790057,Кол,Неуд,Неуд,Неуд,Неуд,Неуд
Архангельская область,13,Архангельская область,11200000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95799,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.150390625,,0.10046728971962615,,0.07289293849658307,,0.3250564334085778,,0.3990188062142275,,,,0.34678666387678964,0.4150291168480117,0.42004291051590514,0.5297345687259889,0.5039832097798725,0.432040073002019,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Неуд,Удовлетворительно
Ивановская область,52,Ивановская область,24000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.03998707244697289,,0.05293889951631212,,0.021921224246017914,,0.05923042082624143,,0.09396133578514232,,,,0.3483962990225094,0.45122698580819637,0.46095711267926276,0.5331783597368476,0.5315338918139342,0.5867231704765807,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Иркутская область,59,Иркутская область,25000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.09202541175024583,,0.06389788260280978,,0.02987439159534584,,0.09494869753000731,,0.10261585231856653,,,,0.36620671556940443,0.42662451546902286,0.43066451130192634,0.4825396988470794,0.4005008219078178,0.4506407106464375,Неуд,Неуд,Удовлетворительно,Неуд,Кол,Удовлетворительно
Кабардино-Балкарская республика,63,Кабардино-Балкарская республика,83000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.003911371271714192,,0.030569785282349552,,0.00802916092671413,,0.02442541472519646,,0.04790254087669307,,,,0.38516523435400235,0.4220150391937994,0.5238565095309543,0.5544957805632603,0.5745802242439505,0.5356286332042779,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Астраханская область,16,Астраханская область,12000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95799,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.11328125000000011,,0.14018691588785048,,0.07972665148063784,,0.2866817155756207,,0.20550558735350244,,,,0.3213287440603998,0.3947639491370096,0.45907928220127775,0.4226660352856735,0.4750822606522715,0.6310961623555806,Неуд,Неуд,Удовлетворительно,Неуд,Неуд,Хорошо
Калининградская область,65,Калининградская область,27000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.1185204024148991,,0.09739558032469223,,0.03288877546159395,,0.11392661594701495,,0.11740960912045004,,,,0.4263598467349618,0.47047118169053354,0.49405921519476564,0.591186153122485,0.5371291772684508,0.5690961216071724,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
Астраханская область,17,Астраханская область,12000000,Забота о других,95853,%,,"Расчет «Если быть точным». Доля респондентов, в круг ежедневных занятий которых входит уход за детьми или за нуждающимися в особой помощи лицами, от всех респондентов. Суммарное время, затрачиваемое на заботу о них. Источник - Росстат: Комплексное наблюдение условий жизни населения. Данные за 2022 и 2024 год — рассчет «Горизонтальной России». Источник тот же. Данные за 2022 и 2024 год — рассчет «Горизонтальной России». Источник тот же.",,,24.0,0.5714285714285714,30.0,0.4814814814814815,39.0,0.7941176470588236,41.0,0.38095238095238093,32.0,0.6666666666666667,,0.3213287440603998,0.3947639491370096,0.45907928220127775,0.4226660352856735,0.4750822606522715,0.6310961623555806,Неуд,Неуд,Удовлетворительно,Неуд,Неуд,Хорошо
Калужская область,71,Калужская область,29000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.08506874331795976,,0.10143325469949462,,0.047005833600497156,,0.11208330221196831,,0.1270363589954914,,,,0.3939510536042677,0.43867172000099475,0.4943875068715793,0.5596680228558042,0.548007442991217,0.4970345210384089,Удовлетворительно,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Камчатский край,72,Камчатский край,30000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.32762311537200917,,0.14366351036064848,,0.04402412655197401,,0.09334935957889211,,0.0033778380796369327,,,,0.5366217043881866,0.4222708243468021,0.4339235456115782,0.5729235725577536,0.5201897021261612,0.45003750506326,Хорошо,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Карачаево-Черкесская республика,77,Карачаево-Черкесская республика,91000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.00830042306581761,,0.03035520443596965,,0.013860521989453398,,0.02829787918271146,,0.0457044083967171,,,,0.4113460470449852,0.39085489804737666,0.5215505000161947,0.5688843544557156,0.5655953038270525,0.456383520568809,Удовлетворительно,Неуд,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Кемеровская область,82,Кемеровская область,32000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.05044227058653681,,0.036287767847403826,,0.019220655584227905,,0.07604809527186618,,0.07186478845668336,,,,0.3127450507650798,0.3374531782151954,0.44657136857502233,0.52978791894517,0.5043604506079236,0.4839235734687273,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Неуд,Удовлетворительно
Кировская область,86,Кировская область,33000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.05672814387554432,,0.06703277226971754,,0.02458707641741926,,0.0686359700611211,,0.08628126086459875,,,,0.3484186371656916,0.42260229797723736,0.4425516809462283,0.5288807725985315,0.4943333933601125,0.48841716448455275,Неуд,Неуд,Удовлетворительно,Удовлетворительно,Неуд,Удовлетворительно
Белгородская область,22,Белгородская область,14000000,Забота о других,95853,%,,"Расчет «Если быть точным». Доля респондентов, в круг ежедневных занятий которых входит уход за детьми или за нуждающимися в особой помощи лицами, от всех респондентов. Суммарное время, затрачиваемое на заботу о них. Источник - Росстат: Комплексное наблюдение условий жизни населения. Данные за 2022 и 2024 год — рассчет «Горизонтальной России». Источник тот же. Данные за 2022 и 2024 год — рассчет «Горизонтальной России». Источник тот же.",,,23.0,0.7142857142857143,32.0,0.40740740740740744,50.0,0.47058823529411764,40.0,0.4285714285714286,41.0,0.3666666666666667,,0.4567253740461297,0.5057298619281252,0.530163670432763,0.5864887837041138,0.5579866356327584,0.4928850225473633,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно
Костромская область,89,Костромская область,34000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.039231623901609156,,0.04685957709709338,,0.02315385941657098,,0.059866230313693286,,0.07108877375162301,,,,0.306742768636736,0.3980094283056111,0.46470484734623685,0.4955499148671127,0.4673519048047196,0.29777996247140687,Неуд,Неуд,Удовлетворительно,Неуд,Неуд,Неуд
Краснодарский край,93,Краснодарский край,3000000,Гендерный разрыв в оплате труда по группам занятий (в пользу мужчин),95917,%,,"Расчет «Если быть точным». Гендерный разрыв рассчитывается по методологии МОТ как отношение разницы среднемесячной зарплаты мужчин и женщин, и зарплаты мужчин. Источник - Росстат: Сведения о заработной плате работников в организациях по категориям персонала и профессиональным группам работников. Данные за 2021 и 2023 год — рассчет «Горизонтальной России». Источник тот же.",,0.10146665905792013,,0.11201260649494418,,0.037202556979911774,,0.09574840658611075,,0.11937596230481666,,,,0.436229906938257,0.4947593926658085,0.5109608665309583,0.5532353868553419,0.5497546204959992,0.5628921740132713,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Удовлетворительно,Хорошо
